1342264210,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G317.9+0.0
1342264220,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G305.1+0.0
1342264212,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G315.3+0.0
1342264211,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G316.6+0.0
1342264203,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G328.1+0.0
1342264216,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G310.2+0.0
1342264205,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G324.3+0.0
1342264207,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G321.7+0.0
1342264219,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G306.4+0.0
1342200155,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PACS-OI-OI-NII-NII-CO_14-13 - NGC4303
1342264215,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G311.5+0.0
1342264214,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G312.8+0.0
1342264206,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G323.0+0.0
1342264204,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G326.8+0.0
1342264201,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G330.9+0.0
1342264202,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G330.0+0.0
1342264213,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G314.0+0.0
1342200158,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,NearGalPACS-SB-07-red
1342264208,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G320.4+0.0
1342264200,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G331.7+0.0
1342264209,<type 'herschel.ia.task.TaskException'>,LEVEL0_PROCESSED,PSpecL - CII_G319.1+0.0
